Operacao;HotelId;Pais;Estado;Cidade;Hotel;Endereco;Bairro;Cep;Telefone;Email;Site;Latitude;Longitude;ISS;TaxaTur;TaxaSer;Cafe;Amenidades;Estrelas;Foto;Ativo;Status;geocode_end
;D0914527-AAB0-49B6-9BCD-C788BF2AEC87;Brasil;Acre;Rio Branco;Hotel Imperador Galvez;Rua Santa Ines, N401;Aviario;69907340;;;;-9.96414;-67.80163;;;;N;;0;;S;;Brasil,Acre,Rio Branco,Hotel Imperador Galvez,Rua Santa Ines, N401,Aviario,69907340
;B5E7D7BA-B6E0-461D-9C2D-D80A4326DAF6;Brasil;Acre;Rio Branco;Guapindaia Hotel Praca;Rui Barbosa,;Centro;69900120;;;;-9.97265;-67.81063;;;;N;;0;;S;;Brasil,Acre,Rio Branco,Guapindaia Hotel Praca,Rui Barbosa,,Centro,69900120
;C961EA6F-45B7-4ADD-9147-DFB12EFF9854;Brasil;Acre;Rio Branco;Hotel Jk;Rua Benjamim Constant, 1330;Centro;;;;;-9.97992;-67.88007;;;;N;;0;;S;;Brasil,Acre,Rio Branco,Hotel Jk,Rua Benjamim Constant, 1330,Centro,        
;72815254-33CE-4A04-9EAA-E8E854358F83;Brasil;Acre;Rio Branco;Terra Verde Hotel;Rua Marechal Teodoro N 221;Centro;69900210;;;;-9.97504;-67.80709;;;;N;;0;;S;;Brasil,Acre,Rio Branco,Terra Verde Hotel,Rua Marechal Teodoro N 221,Centro,69900210
;605FB6DB-59AB-4DCB-9CE9-83E0A314E51D;Brasil;Acre;Sena Madureira;Gregorio's Plaza Hotel;Rua Dom Julio Matiolli;Centro;69940000;;ache@kontik.com.br;;-9.06445;-68.65677;;;;N;;0;;S;;Brasil,Acre,Sena Madureira,Gregorio's Plaza Hotel,Rua Dom Julio Matiolli,Centro,69940000
;6E62CA41-AC99-446D-B11B-D7876C8F9B44;Brasil;Acre;Sena Madureira;Riosena Hotel;Rua Benjamin Constant, 61;Centro;;;;;-9.06594;-68.65471;;;;N;;0;;S;;Brasil,Acre,Sena Madureira,Riosena Hotel,Rua Benjamin Constant, 61,Centro,        
;97157A4F-E1BD-4475-B16E-653C54DF7AA8;Brasil;Acre;Tarauaca;Ouro Hotel;Rua Justiniano de Serpa;Centro;69970000;;;;-8.15964;-70.76408;;;;N;;0;;S;;Brasil,Acre,Tarauaca,Ouro Hotel,Rua Justiniano de Serpa,Centro,69970000
;3D439081-3DF9-416D-B106-9B74B978969F;Brasil;Acre;Tarauaca;Pro Link Hotel;Avenida Antonio Frota, 75;Centro;;;;;-8.1597;-70.76544;;;;N;;0;;S;;Brasil,Acre,Tarauaca,Pro Link Hotel,Avenida Antonio Frota, 75,Centro,        
;8575E7A1-D00B-4AEB-B08F-BF08F13A9E99;Brasil;Acre;Acrelandia;Hotel Acaua;Avenida Brasil, 46;Centro;;;;;-10.07265;-67.05306;;;;N;;0;;S;;Brasil,Acre,Acrelandia,Hotel Acaua,Avenida Brasil, 46,Centro,        
;04C566AB-FF99-42DD-A4E0-08DC25CEB154;Brasil;Alagoas;Arapiraca;Hotel Estilo;Rodovia Al-220 - Lado Par;Planalto;57308000;;;;-9.72788;-36.66806;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Hotel Estilo,Rodovia Al-220 - Lado Par,Planalto,57308000
;8DCAFBEB-A42D-4308-8EBE-1BB71A1718B4;Brasil;Alagoas;Arapiraca;Recife Hotel;Largo Dom Fernando Gomes;Centro;57300290;;;;-9.75116;-36.66102;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Recife Hotel,Largo Dom Fernando Gomes,Centro,57300290
;AF27F2FF-6A5C-45B4-B57B-26E10808E5D2;Brasil;Alagoas;Arapiraca;Hotel Sol Nascente - Arapiraca;Rodovia Al 220;Jardim Esperanca;57307610;;isabelasouza@kontik.com.br;;-9.72366;-36.6809;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Hotel Sol Nascente - Arapiraca,Rodovia Al 220,Jardim Esperanca,57307610
;B280BF3A-6006-4277-9B67-53B6D8F38083;Brasil;Alagoas;Arapiraca;Hotel Insinuante;Rod. Al, 220, 1901  Km 04.;Santa Esmeralda;57308000;;;;-9.73563;-36.64868;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Hotel Insinuante,Rod. Al, 220, 1901  Km 04.,Santa Esmeralda,57308000
;DE318E24-73DB-4BF9-AC5C-5CB39C46E300;Brasil;Alagoas;Arapiraca;Hotel Sol Nascente - Arapiraca;Rodovia Al-220 Km06;Jardim Esperanca;57307610;;;;-9.72366;-36.6809;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Hotel Sol Nascente - Arapiraca,Rodovia Al-220 Km06,Jardim Esperanca,57307610
;6A68CB46-E2D9-4236-B3D0-65519DDED2C2;Brasil;Alagoas;Arapiraca;Hotel Pequeno Principe;Rua Professor Domingos Correia, 732;;;;;;-9.75571;-36.65829;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Hotel Pequeno Principe,Rua Professor Domingos Correia, 732,,        
;C1377D54-518D-460E-BD82-67F7EB5DCFD0;Brasil;Alagoas;Arapiraca;Hotel Falcao;Praca Deputado Marques da Silva, 80;Centro;57300330;;;;-9.75463;-36.66473;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Hotel Falcao,Praca Deputado Marques da Silva, 80,Centro,57300330
;B5FC5112-6555-4B68-8796-7E122943808B;Brasil;Alagoas;Arapiraca;Plaza Hotel-arapiraca;Rio Branco, N 171;Centro;57300190;;;;-9.75324;-36.66122;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Plaza Hotel-arapiraca,Rio Branco, N 171,Centro,57300190
;BBCA7927-F942-47C6-BB0C-80D5CDDECC75;Brasil;Alagoas;Arapiraca;Confort Hotel Arapiraca;Rua Jose Fernandes Lopes, 175;Canafistula;;;;;-9.7593;-36.63752;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Confort Hotel Arapiraca,Rua Jose Fernandes Lopes, 175,Canafistula,        
;904E4F26-BF35-44F7-9E4C-9D0798942747;Brasil;Alagoas;Arapiraca;Varanda Hotel;Marechal Deodoro;Brasilia;57313010;;;;-9.75819;-36.65135;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Varanda Hotel,Marechal Deodoro,Brasilia,57313010
;1F1DFF10-800A-4399-AA81-9FB6285A978D;Brasil;Alagoas;Arapiraca;Hotel Senna;Rua Governador Silvestre Pericles;Brasilia;57313390;;;;-9.75768;-36.64661;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Hotel Senna,Rua Governador Silvestre Pericles,Brasilia,57313390
;6FF2B051-D204-4047-B2FC-B07E20CEEFF3;Brasil;Alagoas;Arapiraca;Nacional Hotel;Rua 30 de Outubro, 211;Centro;57300440;;;;-9.74895;-36.66362;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Nacional Hotel,Rua 30 de Outubro, 211,Centro,57300440
;E958BDD3-5F98-4DB4-A4D2-EBF04AD9E4ED;Brasil;Alagoas;Arapiraca;Ibis Arapiraca;Rua Expedicionario Brasileiro, 14;Centro;57300590;;anasilva@kontik.com.br;;-9.73304;-36.67668;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Ibis Arapiraca,Rua Expedicionario Brasileiro, 14,Centro,57300590
;728DF64E-9C4F-4F9D-B7F6-F5F0327E9967;Brasil;Alagoas;Arapiraca;Hotel Sol Nascente(dezatualizado);Rodovia Al-220 - Lado Impar;Vila Esperanca;57307610;;;;-9.72366;-36.6809;;;;N;;0;;S;;Brasil,Alagoas,Arapiraca,Hotel Sol Nascente(dezatualizado),Rodovia Al-220 - Lado Impar,Vila Esperanca,57307610
;19AFF008-5C91-4BF3-88B3-E6C281DD9825;Brasil;Alagoas;Atalaia;Pousada Bom Sabor;Rodovia Br 316, SN 45 Km;Jose Paulino;;;;;-9.51958;-35.99866;;;;N;;0;;S;;Brasil,Alagoas,Atalaia,Pousada Bom Sabor,Rodovia Br 316, SN 45 Km,Jose Paulino,        
;836575C8-E66B-4F43-9015-4ADA04938592;Brasil;Alagoas;Barra de Sao Miguel;Viva Barra Hotel Pousada;Francisco Damaso Sampaio;Centro;57180000;;;;-9.82362;-35.87994;;;;N;;0;;S;;Brasil,Alagoas,Barra de Sao Miguel,Viva Barra Hotel Pousada,Francisco Damaso Sampaio,Centro,57180000
;16D8A004-08D6-4FE5-90BD-563E79957E70;Brasil;Alagoas;Barra de Sao Miguel;Pousada do Gunga;;Centro;;;;;-9.84549;-35.90536;;;;N;;0;;S;;Brasil,Alagoas,Barra de Sao Miguel,Pousada do Gunga,,Centro,        
;264F5E35-B590-4515-9E2E-564FCBF67B1F;Brasil;Alagoas;Barra de Sao Miguel;Grandville Hotel Pousada;Rua Jose Vieira De Andrade, 286;Centro;;;;;-9.84293;-35.89993;;;;N;;0;;S;;Brasil,Alagoas,Barra de Sao Miguel,Grandville Hotel Pousada,Rua Jose Vieira De Andrade, 286,Centro,        
;FB076A7F-6A24-4C75-81AA-63ECD16E5730;Brasil;Alagoas;Barra de Sao Miguel;Kenoa Beach Villas;Rua Escritor Jorge De Lima, 58;Barra Mar;57180000;;;;-9.81619;-35.87451;;;;N;;0;;S;;Brasil,Alagoas,Barra de Sao Miguel,Kenoa Beach Villas,Rua Escritor Jorge De Lima, 58,Barra Mar,57180000
;096EE523-85F0-4940-808D-BF55BC8D8AB5;Brasil;Alagoas;Barra de Sao Miguel;Hotel Rio Mar;Rua Escritor Felix Lima Junior, 35;;;;;;-9.83226;-35.88684;;;;N;;0;;S;;Brasil,Alagoas,Barra de Sao Miguel,Hotel Rio Mar,Rua Escritor Felix Lima Junior, 35,,        
;68556860-BE63-4DB3-BF00-CA18B4EE53B9;Brasil;Alagoas;Barra de Sao Miguel;Brisamar;Rua Margarida Oiticica Lima;Barra Mar;57180000;;;;-9.82464;-35.87999;;;;N;;0;;S;;Brasil,Alagoas,Barra de Sao Miguel,Brisamar,Rua Margarida Oiticica Lima,Barra Mar,57180000
;D4DE3A54-121E-4D80-A5CE-D9DED628761B;Brasil;Alagoas;Barra de Sao Miguel;Village Barra Hotel;Rua Senador Anon de Mello, N 65;Praia do Niquin;57180000;;;;-9.8372;-35.88825;;;;N;;0;;S;;Brasil,Alagoas,Barra de Sao Miguel,Village Barra Hotel,Rua Senador Anon de Mello, N 65,Praia do Niquin,57180000
;991A80DD-F9FE-4302-AE30-65DF3549CC97;Brasil;Alagoas;Coruripe;Pousada Coruripe;Rua Doutor Isaias Aranda, 683;Centro;;;;;-10.12827;-36.17709;;;;N;;0;;S;;Brasil,Alagoas,Coruripe,Pousada Coruripe,Rua Doutor Isaias Aranda, 683,Centro,        
;E2994749-5169-4093-B01B-930CA120DA47;Brasil;Alagoas;Coruripe;Pousada Paradise;Rua da Gloria;Barreiras;57230000;;;;-10.12521;-36.17919;;;;N;;0;;S;;Brasil,Alagoas,Coruripe,Pousada Paradise,Rua da Gloria,Barreiras,57230000
;ACF37D63-755F-4117-9E40-D504AFE2AC21;Brasil;Alagoas;Coruripe;Pousada Canto de Yemanja;Av. Eng Geraldo Magela de Carvalho Beltrao, 244;Barreiras;57230000;;;;-10.15971;-36.13574;;;;N;;0;;S;;Brasil,Alagoas,Coruripe,Pousada Canto de Yemanja,Av. Eng Geraldo Magela de Carvalho Beltrao, 244,Barreiras,57230000
;6F1A9094-6DA2-40FD-AE12-F9ABB02C484C;Brasil;Alagoas;Coruripe;Pousada Pontal Por do Sol;Rua Venezuela, 166;Pontal de Coruripe;;;;;-10.1228;-36.17762;;;;N;;0;;S;;Brasil,Alagoas,Coruripe,Pousada Pontal Por do Sol,Rua Venezuela, 166,Pontal de Coruripe,        
;54AFEF8B-0D67-4859-81C1-1F0C64381B32;Brasil;Alagoas;Delmiro Gouveia;Pousada Bezerra;Praca Vicente Menezes;Centro;57480000;;;;-9.38565;-37.99761;;;;N;;0;;S;;Brasil,Alagoas,Delmiro Gouveia,Pousada Bezerra,Praca Vicente Menezes,Centro,57480000
;8AE98429-10C7-445E-984E-20E11D00633E;Brasil;Alagoas;Delmiro Gouveia;Hotel Bristol Aline;Rodovia Al 145, SN Lote 10 ao 16;Cidade Universitaria;57480000;;;;-9.55326;-35.75359;;;;N;;0;;S;;Brasil,Alagoas,Delmiro Gouveia,Hotel Bristol Aline,Rodovia Al 145, SN Lote 10 ao 16,Cidade Universitaria,57480000
;687B3C0F-A67F-4BCF-8795-40A2E60924FD;Brasil;Alagoas;Delmiro Gouveia;Pousada Recanto da Mada;Rua Vicente de Menezes, 152;Centro;57480000;;;;-9.38628;-37.99698;;;;N;;0;;S;;Brasil,Alagoas,Delmiro Gouveia,Pousada Recanto da Mada,Rua Vicente de Menezes, 152,Centro,57480000
;DB697AAF-6248-4251-A650-654760EED438;Brasil;Alagoas;Delmiro Gouveia;Pousada da Pedra - Delmiro Gouveia;Rua Tavares Bastos;Centro;57480000;;;;-9.37491;-37.99667;;;;N;;0;;S;;Brasil,Alagoas,Delmiro Gouveia,Pousada da Pedra - Delmiro Gouveia,Rua Tavares Bastos,Centro,57480000
;2B906242-0513-480D-AF60-655FD580FADA;Brasil;Alagoas;Delmiro Gouveia;Hotel Nossa Senhora Do Rosario;Rua Floriano Peixoto, 445;Centro;;;;;-9.38016;-37.99714;;;;N;;0;;S;;Brasil,Alagoas,Delmiro Gouveia,Hotel Nossa Senhora Do Rosario,Rua Floriano Peixoto, 445,Centro,        
;DE8146DB-A38E-44C0-86D4-75AF2FA6DDC4;Brasil;Alagoas;Delmiro Gouveia;Aline Hotel;Rodovia Al 145;Centro;57480000;;;;-9.37429;-37.99575;;;;N;;0;;S;;Brasil,Alagoas,Delmiro Gouveia,Aline Hotel,Rodovia Al 145,Centro,57480000
;18FAEEB6-B7B1-4023-A7B6-85352642A0C6;Brasil;Alagoas;Delmiro Gouveia;Macambira Cefe Pousada;Rua Dr Ulisses Luna, 296;Chacaras Sao Vicente;;;;;-9.39549;-38.00283;;;;N;;0;;S;;Brasil,Alagoas,Delmiro Gouveia,Macambira Cefe Pousada,Rua Dr Ulisses Luna, 296,Chacaras Sao Vicente,        
;3B0CC5DE-9539-49C9-9F27-B646F7B34096;Brasil;Alagoas;Delmiro Gouveia;Hotel Executivo;Pc Manoel Monteiro, 81;Centro;;;;;-9.38275;-37.99836;;;;N;;0;;S;;Brasil,Alagoas,Delmiro Gouveia,Hotel Executivo,Pc Manoel Monteiro, 81,Centro,        
;8789A73C-B3A2-4FD0-B8F7-E2138D65ED81;Brasil;Alagoas;Junqueiro;Pousada E Restaurante Sao Miguel;Rua Mizia Bezerra De Farias, 28;;;;;;-9.9212;-36.47288;;;;N;;0;;S;;Brasil,Alagoas,Junqueiro,Pousada E Restaurante Sao Miguel,Rua Mizia Bezerra De Farias, 28,,        
;EBEF1D62-9A57-435C-A2A6-044E7E8126F8;Brasil;Alagoas;Maceio;Ipioca Beach Residence E Resort;Avenida Gunther Frans Oliveira, SN;Ipioca;;;;;-9.52448;-35.5984;;;;N;;0;;S;;Brasil,Alagoas,Maceio,Ipioca Beach Residence E Resort,Avenida Gunther Frans Oliveira, SN,Ipioca,        
;A01344A1-2BFF-4380-A6DC-0753E207EF4B;Brasil;Alagoas;Maceio;Ritz Lagoa da Anta;Avenida Brigadeiro Eduardo Gomes,;Cruz das Almas;57038230;;;;-9.63248;-35.69686;;;;N;;0;;S;;Brasil,Alagoas,Maceio,Ritz Lagoa da Anta,Avenida Brigadeiro Eduardo Gomes,,Cruz das Almas,57038230
;199E98C1-CF78-4D47-83D8-080BEEF6E386;Brasil;Alagoas;Maceio;Salinas do Maragogi Resort;Rodovia A1-101, Km 124;Maragogi;57955000;;;;-9.01238;-35.2254;;;;N;;0;;S;;Brasil,Alagoas,Maceio,Salinas do Maragogi Resort,Rodovia A1-101, Km 124,Maragogi,57955000
;251D3536-54DA-4F15-AC95-0B36BCB1A7D1;Brasil;Alagoas;Maceio;Tropico Praia Hotel;Rua Jose Freire Moura, N 271;Ponta Verde;57035110;;;;-9.66072;-35.70452;;;;N;;0;;S;;Brasil,Alagoas,Maceio,Tropico Praia Hotel,Rua Jose Freire Moura, N 271,Ponta Verde,57035110
;342621A8-E966-4FB9-BD36-0B62CB43610E;Brasil;Alagoas;Maceio;Holiday Inn Express Maceio - Ponta Verde;Rua Gaspar Ferrari;Ponta Verde;57035100;;RODRIGOBERTON@KONTIK.COM.BR;;-9.66161;-35.70583;;;;N;;0;;S;;Brasil,Alagoas,Maceio,Holiday Inn Express Maceio - Ponta Verde,Rua Gaspar Ferrari,Ponta Verde,57035100
;5CBCA04D-02B4-4EEC-9803-1091750DD538;Brasil;Alagoas;Maceio;Hotel Brisa Tower;Av. Alvaro Otacilio;Jatiuca;57035972;;;;-9.64841;-35.70048;;;;N;;0;;S;;Brasil,Alagoas,Maceio,Hotel Brisa Tower,Av. Alvaro Otacilio,Jatiuca,57035972
;28096CF0-9783-4E1D-8C43-109A6229B50C;Brasil;Alagoas;Maceio;Solara Praia Hotel;Av. Dr. Antonio Gouveia;Jatiuca;57036540;;;;-9.67232;-35.71663;;;;N;;0;;S;;Brasil,Alagoas,Maceio,Solara Praia Hotel,Av. Dr. Antonio Gouveia,Jatiuca,57036540
;3FD35AD9-D933-41D9-B3D3-113A6EFD2290;Brasil;Alagoas;Maceio;Pousada Lagoas;Joao Davino, 246;Centro;57037000;;;;-9.64286;-35.70797;;;;N;;0;;S;;Brasil,Alagoas,Maceio,Pousada Lagoas,Joao Davino, 246,Centro,57037000
